date,symbol,cumulative_return
2024-01-29,BHARTIARTL,0.25597103642062
2024-01-29,M&M,0.066736047873031
2024-01-29,TRENT,0.5766111407896666
2024-01-30,BAJAJ-AUTO,0.5083176349809104
2024-01-30,BEL,0.34985632183908044
2024-01-30,BHARTIARTL,0.25218847941208233
2024-01-30,M&M,0.053954728762844795
2024-01-30,TRENT,0.48363362634160656
2024-01-31,BAJAJ-AUTO,0.5284812965343997
2024-01-31,BEL,0.3354885057471264
2024-01-31,BHARTIARTL,0.26521128282719086
2024-01-31,M&M,0.07424873162481971
2024-01-31,TRENT,0.4991743965810316
2024-02-01,BAJAJ-AUTO,0.5261290354732908
2024-02-01,BEL,0.31752873563218387
2024-02-01,BHARTIARTL,0.2441370366367661
2024-02-01,M&M,0.07398855210094823
2024-02-01,TRENT,0.5068719343402468
2024-02-02,BAJAJ-AUTO,0.5425649612773953
2024-02-02,BEL,0.32614942528735624
2024-02-02,BHARTIARTL,0.2437047444072189
2024-02-02,M&M,0.08023286067386337
2024-02-02,TRENT,0.5181632752173289
2024-02-05,BAJAJ-AUTO,0.5266273958675936
2024-02-05,BEL,0.30423850574712663
2024-02-05,BHARTIARTL,0.20344753053063847
2024-02-05,M&M,0.10807206972811079
2024-02-05,TRENT,0.470132582196106
2024-02-06,BAJAJ-AUTO,0.5390166352699597
2024-02-06,BEL,0.31537356321839094
2024-02-06,BHARTIARTL,0.22560250729493103
2024-02-06,M&M,0.123747886041367
2024-02-06,TRENT,0.4739449273954648
2024-02-07,BAJAJ-AUTO,0.5353287683521193
2024-02-07,BEL,0.3053160919540232
2024-02-07,BHARTIARTL,0.22587268993839804
2024-02-07,M&M,0.11942240145700378
2024-02-07,TRENT,0.7519790199601777
2024-02-08,BAJAJ-AUTO,0.546362467481982
2024-02-08,BEL,0.32758620689655205
2024-02-08,BHARTIARTL,0.23435642494326148
2024-02-08,M&M,0.09659164823728239
2024-02-08,TRENT,0.8658394444174651
2024-02-09,BAJAJ-AUTO,0.5518643662350844
2024-02-09,BEL,0.2977729885057474
2024-02-09,BHARTIARTL,0.21068842537555366
2024-02-09,M&M,0.07089892025497457
2024-02-09,TRENT,0.8258219610509459
2024-02-12,BAJAJ-AUTO,0.5608547877483059
2024-02-12,BEL,0.2546695402298853
2024-02-12,BHARTIARTL,0.20901329298605842
2024-02-12,M&M,0.08003772603095993
2024-02-12,TRENT,0.8464620465251822
2024-02-13,BAJAJ-AUTO,0.5782874343410158
2024-02-13,BEL,0.26867816091954033
2024-02-13,BHARTIARTL,0.20809467199827036
2024-02-13,M&M,0.07112657733836203
2024-02-13,TRENT,0.8703559807682981
2024-02-14,BAJAJ-AUTO,0.6113586301069458
2024-02-14,BEL,0.3045977011494254
2024-02-14,BHARTIARTL,0.2059332108505345
2024-02-14,M&M,0.0778262000780523
2024-02-14,TRENT,0.904230003399545
2024-02-15,BAJAJ-AUTO,0.6192825603763594
2024-02-15,BEL,0.3358477011494252
2024-02-15,BHARTIARTL,0.21117475413379405
2024-02-15,M&M,0.14807467152334963
2024-02-15,TRENT,0.9196007964644761
2024-02-16,BAJAJ-AUTO,0.6595500802360208
2024-02-16,BEL,0.35272988505747116
2024-02-16,BHARTIARTL,0.21041824273208642
2024-02-16,M&M,0.19393131260569652
2024-02-16,TRENT,0.9545432470496833
