symbol,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
ONGC,0.4803892271699392,0.5181729390959673,0.1720026831316219,0.1353820000011949,0.31118305662297113,0.19092157167819174,0.31181350216522147,0.317073098003346,0.5646676915035319,0.3474088013773094,0.5962001957046087,0.03580285359991378,0.0415251300357165,0.6412275580223373,0.18697511468261402,0.2395502187719669,0.3237637826788841,0.22698854395856152,0.27751480991813043,0.21196511007721205,0.20055903703515504,0.41038508688016134,0.00729658800616782,0.2690846580399929,0.3263707973592413,0.22979824463314333,0.20075369990787478,0.45269776389378874,0.22232143484756625,0.5438780291747174,0.29144925297455104,0.28825352203831556,0.03988235100600106,0.6294822751182074,1.0,0.5008944343558764,0.5563318585256429,0.2606177274865134,0.5730525524778238,0.4468698699604157,0.23289903205948856,0.18349761804708137,0.44113807469595073,0.5032582060948229,0.18045606401558706,0.2353653229220993,0.1951398584764611,0.2144302151000974,0.4054956272990249,0.2956565949916917
POWERGRID,0.40549518549247304,0.5183363007828216,0.18165046242992858,0.11359872106068085,0.2905296640819641,0.16815581301947927,0.30466526926316756,0.241854835890301,0.5496343065160267,0.3147174413603789,0.5305561042378243,-0.02471904933140118,0.14394042149070022,0.5404502477214023,0.19225171023231866,0.2142185090268244,0.356835067017043,0.11685702031034817,0.31025692523436843,0.10926007879001574,0.1425443321316361,0.38214201968439393,-0.08066542689558058,0.29583926870680743,0.3216619902023164,0.09057332023587916,0.13432067199140457,0.4600157411744573,0.19167894830515853,0.4474526617947455,0.29093443321249657,0.27994353869201904,0.08792359580570597,0.709330647025379,0.5008944343558764,1.0,0.469369252022909,0.15038680367310822,0.49491550574951826,0.35622920604302294,0.25028371769440777,0.15144191297144458,0.35711437381734357,0.5165708019228424,0.09764921893374681,0.15132763173915784,0.20721724465998737,0.20110506271596104,0.3890613895738046,0.16664743963561088
RELIANCE,0.48572375830020287,0.5132038452115862,0.23273233301896432,0.3007941514137405,0.4248151096744547,0.24683407529935264,0.41000599414336214,0.41570103674383896,0.4860660249921976,0.3612296462793796,0.4838213127189764,0.13943278214009153,0.05369552000465499,0.5078137877465959,0.1613412351359796,0.33968225717198125,0.4019293336270445,0.28252869120793966,0.31606685853140326,0.2278320810995859,0.24499111423569161,0.33351358087010996,0.11075046817082726,0.38503379744158595,0.4022064980306529,0.19971445741827995,0.3009077735943247,0.43336790901615135,0.34380404216325705,0.5376974237858617,0.305824375027763,0.35217978076071715,0.18931743291883538,0.5490408229398847,0.5563318585256429,0.469369252022909,1.0,0.28388567505902,0.5499665494216662,0.4491495391815696,0.2893802979188124,0.21224367247094775,0.39112074625287374,0.4502355763973442,0.255497553110638,0.2666506989265331,0.3310246716062178,0.28607192270148996,0.49261000875039884,0.3693725963750737
SBILIFE,0.2808966645619448,0.2710425918619269,0.15443100649951663,0.22171430690060273,0.18092391178617723,0.19191330562590733,0.4170916270711769,0.33538644696758235,0.2007604206277992,0.2418487144227503,0.23963206211659258,0.08503298307886797,0.13632648284394533,0.2321003786305149,0.20565176254424694,0.3070131903965705,0.2506663105348562,0.21674539961484438,0.20595112954574674,0.6007387794314308,0.19603625841821898,0.17478279768441723,0.2821621952755854,0.20387350531907095,0.2276948357905252,0.163602556955357,0.20798516517982432,0.23979193196853965,0.2744078753106413,0.328790788829227,0.21175667148533123,0.3002727782827483,0.1888163074030396,0.2322065764808381,0.2606177274865134,0.15038680367310822,0.28388567505902,1.0,0.26807476549197445,0.3347493038010693,0.1421878461093427,0.2156539747716192,0.22284849600356868,0.22517584551337572,0.18744358117002893,0.15622511613619555,0.22194109259978742,0.1735049120636728,0.2733009005281753,0.2501730493241129
SBIN,0.5398149783971089,0.5737074223370094,0.17929613585382384,0.11116289546908423,0.5148068264221025,0.15955233719937384,0.42852200526837014,0.3972254247207225,0.5746142851596704,0.2945774878639633,0.5254661404800646,-0.00654712627160875,0.03893819999403941,0.5062149391690043,0.14373671431956375,0.31192489052368094,0.43042023181684497,0.2205161142507205,0.353547433188522,0.2235605282542698,0.13740446769359313,0.33909908019859347,-0.03740232669461666,0.5118891251632386,0.45296895669773646,0.18044303193712008,0.26472605437197144,0.4571495889375858,0.2687133664277423,0.5017570178014956,0.32681808697703457,0.28979558000500777,0.040934392397374134,0.5940873973776762,0.5730525524778238,0.49491550574951826,0.5499665494216662,0.26807476549197445,1.0,0.5110732762678669,0.13347708399511554,0.12268809979356383,0.36564310952195983,0.49215880151936536,0.17601468595669367,0.19543616097201721,0.22599605815974577,0.2794375921957822,0.42712735708576116,0.24909411340867205
SHRIRAMFIN,0.410554161066181,0.4716987310155673,0.2900658382228251,0.20241064173113457,0.4496669142985691,0.30214689290745744,0.47004526737867075,0.4611388278346313,0.4681976418280596,0.3605244257320872,0.3871940643332816,0.11593395889714365,0.09790475905546264,0.4299482610674159,0.141519676008849,0.3657228392352654,0.3575386914197947,0.23375587226918806,0.33437767731085516,0.303828762941325,0.2566791337544293,0.31654327199090404,0.036209090935418284,0.44691480313792376,0.4328526442232561,0.17125017002879397,0.23563799040628414,0.4198189529381075,0.2855648095401735,0.4575187073216231,0.365074392456902,0.2917053732083951,0.13478318128036493,0.4745535837613341,0.4468698699604157,0.35622920604302294,0.4491495391815696,0.3347493038010693,0.5110732762678669,1.0,0.2128370377727049,0.18846255930698183,0.36243404758758113,0.43710875168471386,0.11542288097007863,0.2270499257475882,0.2548833772637181,0.22981948752349418,0.4671051545752382,0.2989529613272921
SUNPHARMA,0.18092528201085362,0.23895174466199215,0.2938264480727831,0.2009766095224184,0.15144491993542952,0.14493842401506102,0.20392057659135326,0.14053775096030743,0.17161548322525888,0.26819702628304265,0.2120296754110465,0.2011848368963166,0.40611583391547335,0.2065437402288792,0.3904877213456883,0.18160311437282697,0.22273797464906553,0.14709054352055476,0.08272714331933796,0.1597369789878686,0.2206377057809474,0.26477490473073584,0.021942455816558015,0.20745686333134933,0.12027002003784473,0.1402246350152048,0.18620536778860403,0.25297881182177756,0.11177753209343583,0.16974191359774612,0.2774787109530407,0.1971658770572636,0.13474887075033667,0.23063962912871602,0.23289903205948856,0.25028371769440777,0.2893802979188124,0.1421878461093427,0.13347708399511554,0.2128370377727049,1.0,0.16646966094516658,0.3080285307952007,0.26813378013018424,0.13110720279148183,0.1638608578724868,0.21260478577916603,0.256249775122696,0.229029493133866,0.18644811836310535
TATACONSUM,0.20602768524343373,0.22528615341577002,0.09323317064047677,0.2477115446768309,0.1447247301856786,0.18680795925936283,0.30540654478465945,0.240507507683789,0.176477834496509,0.24349605313751824,0.1621817634479343,0.4079474440436299,0.06299977021375004,0.2224863308689562,0.11041768692994838,0.17395609308712612,0.2845343286795939,0.21134351381593722,0.1148013312196865,0.22064342726557237,0.21036865559491005,0.18474821981447995,0.40893057552727996,0.11611584563134285,0.2796321275472305,0.24546188984551592,0.30509181097502,0.23963805924774978,0.19931277936389857,0.17085873545087232,0.17116178084143985,0.2102589371256562,0.3802307518019235,0.19213446198439504,0.18349761804708137,0.15144191297144458,0.21224367247094775,0.2156539747716192,0.12268809979356383,0.18846255930698183,0.16646966094516658,1.0,0.19039722094315306,0.22787524827554112,0.2725148686646222,0.21490087221610396,0.312505493993889,0.187718463417158,0.24623146417197375,0.25086198557360295
TATAMOTORS,0.32308378959067136,0.34010816627756035,0.207240663904966,0.11065684005052347,0.23374600226930434,0.29826344837909763,0.28394654673166125,0.21497451933894696,0.36586842800805214,0.2668532050228884,0.42121349383616563,0.10865192085640775,0.06883326387504525,0.410779636905077,0.20260466748411318,0.3141166210083006,0.3361610714668942,0.27304766656675605,0.20586653290638857,0.23149826617414987,0.2887996339947586,0.369290327512204,0.10030765711386795,0.19325829560938018,0.33696407692244545,0.18090706878424315,0.189788110071925,0.4176017022638823,0.15473472436708643,0.3534719433620608,0.403347046356612,0.40691426911417083,0.14916285372722068,0.4166277089931984,0.44113807469595073,0.35711437381734357,0.39112074625287374,0.22284849600356868,0.36564310952195983,0.36243404758758113,0.3080285307952007,0.19039722094315306,1.0,0.5181962475794948,0.2533360294272986,0.2822747925841891,0.2757295244321224,0.22484466507591863,0.3535129409795106,0.31424600153167326
TATASTEEL,0.4209662570632849,0.46603151146200594,0.24360288024714602,0.2883437831719686,0.3771357174346877,0.2959926583178737,0.4663731198803511,0.38476783455350244,0.5325144601704517,0.30769945830199597,0.47305044873806024,0.1115275802331003,0.1322946955754385,0.5407261069047801,0.21731728585955248,0.3037333343008619,0.4654632745074664,0.2746942023900743,0.38317491286924504,0.29061796510199034,0.2894711121488878,0.635510643175726,0.10151117077468098,0.3434735644666836,0.4026311033867774,0.17756450086195785,0.2556471352397993,0.7893454717404993,0.2574334714312189,0.4861313688246341,0.42627680032797405,0.39904794216611034,0.12283840495374568,0.5516955231769858,0.5032582060948229,0.5165708019228424,0.4502355763973442,0.22517584551337572,0.49215880151936536,0.43710875168471386,0.26813378013018424,0.22787524827554112,0.5181962475794948,1.0,0.2435265914486176,0.28828375864678213,0.29325354781663654,0.22348007390138228,0.46822617154455703,0.335526977188939
TCS,0.12275567915520795,0.14406909781953509,0.10172734236275245,0.1760600340881136,0.10467990447275108,0.016634633351842846,0.23455367433202637,0.18383905370098794,0.12725279035167858,0.1794358132948208,0.1889833150477281,0.12902061137485432,0.055210006905765364,0.11708103943774072,0.21791931677438134,0.1504064689636069,0.18461677615179628,0.6320341706912513,0.05766740593492479,0.12791863153479244,0.10239751269618974,0.1736367032668511,0.15562180175697118,0.15514500577494258,0.10229786129231824,0.7078415292929884,0.15791931392156605,0.22263205487433355,0.12071278848660753,0.2224320270663349,0.1802508494842972,0.16891959024539682,0.11096508587752006,0.1178358453310109,0.18045606401558706,0.09764921893374681,0.255497553110638,0.18744358117002893,0.17601468595669367,0.11542288097007863,0.13110720279148183,0.2725148686646222,0.2533360294272986,0.2435265914486176,1.0,0.5844334431607302,0.14853528834383312,0.12627074508596062,0.24364551544379043,0.5940506868946638
TECHM,0.14033560540922027,0.14713423397576267,0.1681872171620243,0.16554303449194874,0.13714522957705108,0.03827152764704707,0.20691598493292598,0.17466652220332307,0.22498841961363372,0.27133018227730177,0.2030885534694718,0.13046285739972682,0.05222413627209601,0.17534778416783223,0.22110354374663438,0.18936874210527704,0.17546272777852762,0.5504764969672761,0.20508022983324606,0.12228655863412596,0.11224898949054712,0.23798972757910528,0.1384000302066781,0.16335568545202817,0.10731214924226042,0.649199399450801,0.21985741692935584,0.27129303255468196,0.17032781480368778,0.21195580060368283,0.220970961763458,0.1476685003137378,0.06304673386378351,0.19033413490433712,0.2353653229220993,0.15132763173915784,0.2666506989265331,0.15622511613619555,0.19543616097201721,0.2270499257475882,0.1638608578724868,0.21490087221610396,0.2822747925841891,0.28828375864678213,0.5844334431607302,1.0,0.24374012889856378,0.15244906333503178,0.2704031278213614,0.600990237163658
TITAN,0.28304974471821465,0.2963613438342313,0.2496621805105304,0.30943017187474414,0.14820974471513423,0.20099317975904207,0.33148699688505645,0.27055841582069123,0.1686156758827605,0.2716750022722411,0.27798650232547584,0.07625061765263248,0.1017201408168854,0.24197558297901417,0.13765872914962357,0.2707810536549361,0.3692848722157127,0.20314983959256286,0.19043103170990233,0.22865715573871645,0.2987859296381705,0.25146108253662497,0.193932845544814,0.13958472507574074,0.24627731076602,0.21442200354793348,0.31958405099447035,0.3273075756646848,0.1650417979493449,0.23335785117059865,0.28974196624685156,0.3338058373383838,0.24338025596770366,0.33631668605867693,0.1951398584764611,0.20721724465998737,0.3310246716062178,0.22194109259978742,0.22599605815974577,0.2548833772637181,0.21260478577916603,0.312505493993889,0.2757295244321224,0.29325354781663654,0.14853528834383312,0.24374012889856378,1.0,0.19725947368409558,0.35597882073440373,0.2614381897191291
TRENT,0.19131653553543274,0.20359980890434085,0.08810243274434695,0.2274523585434787,0.20141259504796502,0.22608526446357896,0.2019357862965248,0.23115368197533237,0.2628813683131606,0.24683624803233187,0.21471603159812097,0.03488126927763027,0.1360512561531028,0.26276714202077456,0.1706928394309527,0.23759895307779064,0.24224229443582046,0.20975162911882833,0.10618695806146172,0.2036283174741024,0.21876661726135022,0.27073032478675335,0.08838256135808127,0.1195872804047775,0.2017026773400754,0.15512090802289752,0.15447201739859073,0.26122661049807916,0.0809421852289067,0.18798040648591421,0.2495127635369053,0.1848334285156903,0.1424288396404029,0.23886130378877993,0.2144302151000974,0.20110506271596104,0.28607192270148996,0.1735049120636728,0.2794375921957822,0.22981948752349418,0.256249775122696,0.187718463417158,0.22484466507591863,0.22348007390138228,0.12627074508596062,0.15244906333503178,0.19725947368409558,1.0,0.2948898724793,0.15378873645533386
ULTRACEMCO,0.35936344934554154,0.4004282600505766,0.26935854944216775,0.28343148817093133,0.39960225177870695,0.261875721174765,0.465124041945545,0.4370499463145284,0.4214074812552836,0.34718827944098113,0.40195018589706755,0.1840999710365778,0.12348183001181125,0.31787941981208806,0.2479005801784423,0.3059965664387266,0.5902952784723859,0.20928961155640366,0.364525855505955,0.24576096725739974,0.28883371022105936,0.3107806171471833,0.1770996092804566,0.42067199072531136,0.3511060104347902,0.22634255535572256,0.26333247373260715,0.555253463809542,0.3307286817177666,0.4736858640842979,0.4233328983934301,0.3527056392937401,0.28281031224124353,0.4480793486671823,0.4054956272990249,0.3890613895738046,0.49261000875039884,0.2733009005281753,0.42712735708576116,0.4671051545752382,0.229029493133866,0.24623146417197375,0.3535129409795106,0.46822617154455703,0.24364551544379043,0.2704031278213614,0.35597882073440373,0.2948898724793,1.0,0.2935361249274001
WIPRO,0.22476960632687762,0.24172058328519075,0.21796655205796733,0.14674224898066876,0.21244123049830735,0.10430339879688728,0.3086632500997603,0.2428329928961001,0.25647887355966237,0.2518156069688366,0.21917447719170344,0.17230736663375018,0.07700384185111368,0.24522446710389398,0.27890542971050114,0.2641438313749715,0.24604281003060235,0.5828383125219714,0.19903112788897578,0.20329057550653337,0.20115682625302206,0.267478962742083,0.1964928203627126,0.21248975796803493,0.19666743649731805,0.5703750676996625,0.23627254248865098,0.3691136963983937,0.24359943972980097,0.32240016138744765,0.30394428793830786,0.2081136846639666,0.15219275444382493,0.20907568646927013,0.2956565949916917,0.16664743963561088,0.3693725963750737,0.2501730493241129,0.24909411340867205,0.2989529613272921,0.18644811836310535,0.25086198557360295,0.31424600153167326,0.335526977188939,0.5940506868946638,0.600990237163658,0.2614381897191291,0.15378873645533386,0.2935361249274001,1.0
